시장구분,회사명,신고서제출일,수요예측일정,청약일정,납입일,확정공모가,공모금액(백만원),상장예정일,상장주선인/
코스닥 상장추진,피에이치에이,2001-12-04,   2001-11-09,   2001-11-20,2001-11-30,"4,200","13,104",2001-12-13,한화투자증권(주)
,,,~ 2001-11-09,~ 2001-11-21,,,,,
코스닥 상장추진,에스에이치엔엘,2001-12-04,   2001-12-10,   2001-12-17,2001-12-28,"2,100","3,602",2002-01-15,교보증권(주)
,,,~ 2001-12-10,~ 2001-12-18,,,,,
코스닥 상장추진,써미트,2001-12-04,   2002-12-26,   2002-01-08,2002-01-18,"2,850","4,675",2002-01-31,한화투자증권(주)
,,,~ 2002-12-26,~ 2002-01-09,,,,,
코스닥 상장추진,제일바이오,2001-12-03,   2001-12-21,   2002-01-03,2002-01-14,"15,200","3,648",2002-01-24,메리츠증권(주)
,,,~ 2001-12-21,~ 2002-01-04,,,,,
코스닥 상장추진,해원에스티,2001-11-30,   2001-12-04,   2001-12-17,2001-12-28,"1,300","5,408",2002-01-15,유진투자증권(주)
,,,~ 2001-12-04,~ 2001-12-18,,,,,
코스닥 상장추진,제이웨이,2001-11-28,   2001-12-07,   2001-12-19,2001-12-27,"2,500","3,900",2002-01-10,한국투자증권(주)
,,,~ 2001-12-07,~ 2001-12-20,,,,,
코스닥 상장추진,일야,2001-11-28,   2001-12-14,   2001-12-27,2002-01-05,"1,550","2,930",2002-01-17,교보증권(주)
,,,~ 2001-12-14,~ 2001-12-28,,,,,
코스닥 상장추진,동양에스텍,2001-11-28,   2001-12-27,   2002-01-08,2002-01-18,"2,500","5,375",2002-02-05,SK증권(주)
,,,~ 2001-12-27,~ 2002-01-09,,,,,
코스닥 상장추진,레드로버,2001-11-26,   2001-12-12,   2001-12-20,2001-12-28,"4,600","6,095",2002-01-10,한국투자증권(주)
,,,~ 2001-12-12,~ 2001-12-21,,,,,
코스닥 상장추진,APS,2001-11-26,   2001-10-11,   2001-11-13,2001-11-23,"5,400","4,006",2001-12-04,한화투자증권(주)
,,,~ 2001-10-11,~ 2001-11-14,,,,,
코스닥 상장추진,미리넷,2001-11-24,   2001-12-10,   2001-12-18,2001-12-28,"7,250","7,286",2002-01-10,삼성증권(주)
,,,~ 2001-12-10,~ 2001-12-19,,,,,
코스닥 상장추진,뉴젠비아이티,2001-11-24,   2001-12-11,   2001-12-18,2001-12-28,"4,000","3,440",2002-01-10,삼성증권(주)
,,,~ 2001-12-11,~ 2001-12-19,,,,,
코스닥 상장추진,야호,2001-11-23,   2001-12-11,   2001-12-20,2002-01-04,"6,800","12,111",2002-01-17,푸르덴셜
,,,~ 2001-12-11,~ 2001-12-21,,,,,
코스닥 상장추진,한국컴퓨터,2001-11-22,   2001-12-11,   2001-12-20,2002-01-04,"34,000","10,064",2002-01-15,신한투자증권 주식회사
,,,~ 2001-12-11,~ 2001-12-21,,,,,
코스닥 상장추진,프럼파스트,2001-11-22,   2001-12-07,   2001-12-17,2001-12-27,"2,300","3,877",2002-01-15,하나증권주식회사
,,,~ 2001-12-07,~ 2001-12-18,,,,,
코스닥 상장추진,큐로컴,2001-11-22,   2001-12-11,   2001-12-19,2001-12-28,"2,100","4,134",2002-01-10,한국투자증권(주)
,,,~ 2001-12-11,~ 2001-12-20,,,,,
코스닥 상장추진,코스모스피엘씨,2001-11-22,   2001-12-11,   2001-12-18,2001-12-27,"6,000","5,400",2002-01-10,미래에셋증권 주식회사
,,,~ 2001-12-11,~ 2001-12-19,,,,,
코스닥 상장추진,유신,2001-11-22,   2001-12-11,   2001-12-18,2001-12-27,"21,000","10,500",2002-01-15,미래에셋증권 주식회사
,,,~ 2001-12-11,~ 2001-12-19,,,,,
코스닥 상장추진,세니콘,2001-11-22,   2001-12-10,   2001-12-20,2002-01-03,"5,300","9,540",2002-01-15,신영증권(주)
,,,~ 2001-12-10,~ 2001-12-21,,,,,
코스닥 상장추진,이레전자산업,2001-11-21,   2001-12-11,   2001-12-19,2001-12-28,"1,700","2,669",2002-01-10,한국투자증권(주)
,,,~ 2001-12-11,~ 2001-12-20,,,,,
코스닥 상장추진,아가방컴퍼니,2001-11-21,   2001-12-14,   2001-12-26,2002-01-08,"20,500","17,220",2002-01-17,한화투자증권(주)
,,,~ 2001-12-14,~ 2001-12-27,,,,,
코스닥 상장추진,포휴먼,2001-11-20,   2001-12-07,   2001-12-18,2001-12-28,"2,450","3,185",2002-01-08,한국투자증권(주)
,,,~ 2001-12-07,~ 2001-12-19,,,,,
코스닥 상장추진,코메론,2001-11-20,   2001-12-11,   2000-12-20,2000-12-29,"8,500","7,650",2001-01-16,유안타증권(주)
,,,~ 2001-12-11,~ 2001-12-21,,,,,
코스닥 상장추진,한빛소프트,2001-11-19,   2001-12-11,   2001-12-19,2001-12-29,"20,500","50,335",2002-01-10,교보증권(주)
,,,~ 2001-12-11,~ 2001-12-20,,,,,
코스닥 상장추진,에스에프에이,2001-11-17,   2001-11-14,   2001-11-28,2001-12-07,"6,900","18,865",2001-12-18,한국투자증권(주)
,,,~ 2001-11-14,~ 2001-11-29,,,,,
코스닥 상장추진,아이티센네트웍스,2001-11-16,   2001-12-07,   2001-12-19,2001-12-28,"3,600","7,128",2002-01-10,한화투자증권(주)
,,,~ 2001-12-07,~ 2001-12-20,,,,,
코스닥 상장추진,대동스틸,2001-11-16,   2001-12-10,   2001-12-18,2001-12-28,"1,500","4,500",2002-01-10,한국투자증권(주)
,,,~ 2001-12-10,~ 2001-12-19,,,,,
코스닥 상장추진,링네트,2001-11-15,   2001-12-05,   2001-12-17,2001-12-28,"2,700","3,745",2002-01-10,신영증권(주)
,,,~ 2001-12-05,~ 2001-12-18,,,,,
코스닥 상장추진,피앤텔,2001-11-14,   2001-12-04,   2001-12-12,2001-12-20,"4,000","13,440",2002-01-10,KB증권(주)
,,,~ 2001-12-04,~ 2001-12-13,,,,,
코스닥 상장추진,에스케이엔펄스,2001-11-14,   2001-11-22,   2001-12-03,2001-12-13,"4,700","6,862",2001-12-26,미래에셋증권(주)
,,,~ 2001-11-22,~ 2001-12-04,,,,,
코스닥 상장추진,미코,2001-11-14,   2001-12-04,   2001-12-19,2001-12-28,"6,500","13,130",2002-01-15,키움증권(주)
,,,~ 2001-12-04,~ 2001-12-20,,,,,
코스닥 상장추진,한빛전자통신,2001-11-12,   2001-11-30,   2001-12-10,2001-12-19,"2,300","5,221",2001-12-28,케이비투자증권(주)
,,,~ 2001-11-30,~ 2001-12-11,,,,,
코스닥 상장추진,코어비트,2001-11-09,   2001-11-26,   2001-12-05,2001-12-13,"11,000","33,000",2001-12-20,삼성증권(주)
,,,~ 2001-11-26,~ 2001-12-06,,,,,
코스닥 상장추진,룽투코리아,2001-11-09,   2001-11-28,   2001-12-11,2001-12-21,"4,500","9,450",2002-01-04,엔에이치투자증권주식회사
,,,~ 2001-11-28,~ 2001-12-12,,,,,
코스닥 상장추진,금강철강,2001-11-09,   2001-11-29,   2001-12-12,2001-12-21,"1,550","9,176",2002-01-04,한국투자증권(주)
,,,~ 2001-11-29,~ 2001-12-13,,,,,
코스닥 상장추진,클라스타,2001-11-08,   2001-12-07,   2001-12-17,2001-12-27,"3,500","5,700",2002-01-17,하나증권주식회사
,,,~ 2001-12-07,~ 2001-12-18,,,,,
코스닥 상장추진,코스맥스비티아이,2001-11-07,   2002-01-07,   2002-01-17,2002-01-29,"25,000","3,500",2002-02-07,한화투자증권(주)
,,,~ 2002-01-07,~ 2002-01-18,,,,,
코스닥 상장추진,웰킵스하이텍,2001-11-07,   2001-11-23,   2001-11-29,2001-12-11,"1,700","3,740",2001-12-20,굿모닝2
,,,~ 2001-11-23,~ 2001-11-30,,,,,
코스닥 상장추진,NHN KCP,2001-11-06,   2001-11-30,   2001-12-12,2001-12-22,"2,500","3,600",2002-01-08,엔에이치투자증권주식회사
,,,~ 2001-11-30,~ 2001-12-13,,,,,
코스닥 상장추진,이디디컴퍼니,2001-11-02,   2001-11-19,   2001-11-27,2001-12-07,"2,100","6,976",2001-12-18,대신증권(주)
,,,~ 2001-11-19,~ 2001-11-28,,,,,
코스닥 상장추진,오리엔탈정공,2001-11-02,   2001-11-21,   2001-12-04,2001-12-14,"18,000","9,360",2001-12-26,엔에이치투자증권주식회사
,,,~ 2001-11-21,~ 2001-12-05,,,,,
코스닥 상장추진,CNT85,2001-11-02,   2001-11-27,   2001-12-11,2001-12-19,"1,800","2,684",2002-01-04,메리츠증권(주)
,,,~ 2001-11-27,~ 2001-12-12,,,,,
코스닥 상장추진,동아화성,2001-11-01,   2001-11-22,   2001-12-03,2001-12-13,"21,000","5,460",2001-12-26,미래에셋증권(주)
,,,~ 2001-11-22,~ 2001-12-04,,,,,
코스닥 상장추진,동서정보기술,2001-11-01,   2001-11-19,   2001-11-28,2001-12-07,"3,400","4,080",2001-12-18,엔에이치투자증권주식회사
,,,~ 2001-11-19,~ 2001-11-29,,,,,
코스닥 상장추진,예일바이오텍,2001-10-31,   2001-11-19,   2001-11-29,2001-12-11,"4,400","6,978",2001-12-20,부국증권(주)
,,,~ 2001-11-19,~ 2001-11-30,,,,,
코스닥 상장추진,아시아미디어홀딩스,2001-10-31,   2001-11-16,   2001-11-26,2001-12-04,"7,300","13,505",2001-12-13,KB증권(주)
,,,~ 2001-11-16,~ 2001-11-27,,,,,
코스닥 상장추진,리더컴,2001-10-31,   2001-11-22,   2001-12-03,2001-12-12,"3,300","8,580",2001-12-20,한화투자증권(주)
,,,~ 2001-11-22,~ 2001-12-04,,,,,
코스닥 상장추진,엑사이엔씨,2001-10-30,   2001-11-06,   2001-11-19,2001-11-29,"2,800","3,612",2001-12-13,엔에이치투자증권주식회사
,,,~ 2001-11-06,~ 2001-11-20,,,,,
코스닥 상장추진,에코솔루션,2001-10-29,   2001-11-16,   2001-11-28,2001-12-07,"1,900","3,078",2001-12-18,한국투자증권(주)
,,,~ 2001-11-16,~ 2001-11-29,,,,,
코스닥 상장추진,비츠로시스,2001-10-29,   2001-11-19,   2001-12-06,2001-12-15,"2,600","6,240",2001-12-26,한국투자증권(주)
,,,~ 2001-11-19,~ 2001-12-07,,,,,
코스닥 상장추진,리노공업,2001-10-25,   2001-11-25,   2001-11-28,2001-12-07,"6,900","9,177",2001-12-18,한국투자증권(주)
,,,~ 2001-11-25,~ 2001-11-29,,,,,
코스닥 상장추진,플래닛82,2001-10-24,   2001-11-13,   2001-11-27,2001-12-06,"2,300","2,447",2001-12-20,메리츠증권(주)
,,,~ 2001-11-13,~ 2001-11-28,,,,,
코스닥 상장추진,성우테크론,2001-10-23,   2001-11-14,   2001-11-26,2001-12-05,"1,800","3,240",2001-12-18,엔에이치투자증권주식회사
,,,~ 2001-11-14,~ 2001-11-27,,,,,
코스닥 상장추진,GT&T,2001-10-12,   2001-11-07,   2001-11-20,2001-11-30,"2,600","3,380",2001-12-13,엔에이치투자증권주식회사
,,,~ 2001-11-07,~ 2001-11-21,,,,,
코스닥 상장추진,코위버,2001-10-09,   2001-11-06,   2001-11-14,2001-11-23,"4,300","3,317",2001-12-04,푸르덴셜
,,,~ 2001-11-06,~ 2001-11-15,,,,,
코스닥 상장추진,신화인터텍,2001-10-09,   2001-10-31,   2001-11-15,2001-11-27,"2,400","5,160",2001-12-13,한양증권(주)
,,,~ 2001-10-31,~ 2001-11-16,,,,,
코스닥 상장추진,중앙디자인,2001-10-04,   2001-10-24,   2001-11-06,2001-11-14,"1,900","4,256",2001-12-04,KB증권(주)
,,,~ 2001-10-24,~ 2001-11-07,,,,,
코스닥 상장추진,삼영엠텍,2001-10-04,   2001-10-09,   2001-10-17,2001-10-30,"10,600","3,911",2001-11-15,아이엠투자증권(주)
,,,~ 2001-10-09,~ 2001-10-18,,,,,
코스닥 상장추진,제이엠피,2001-09-27,   2001-10-29,   2001-11-12,2001-11-21,"24,000","5,184",2001-12-06,유안타증권(주)
,,,~ 2001-10-29,~ 2001-11-13,,,,,
코스닥 상장추진,성호전자,2001-09-27,   2001-10-30,   2001-11-08,2001-11-20,900,"3,870",2001-11-29,푸르덴셜
,,,~ 2001-10-30,~ 2001-11-09,,,,,
코스닥 상장추진,레이젠,2001-09-27,   2001-10-16,   2001-10-29,2001-11-07,"2,700","7,871",2001-11-20,KB증권(주)
,,,~ 2001-10-16,~ 2001-10-30,,,,,
코스닥 상장추진,MIT,2001-09-25,   2001-10-19,   2001-11-01,2001-11-12,"2,300","5,916",2001-11-22,유안타증권(주)
,,,~ 2001-10-19,~ 2001-11-02,,,,,
코스닥 상장추진,유진로봇,2001-09-20,   2001-10-09,   2001-10-18,2001-10-27,"3,800","5,700",2001-11-13,현대차증권주식회사
,,,~ 2001-10-09,~ 2001-10-19,,,,,
코스닥 상장추진,어플라이드,2001-09-19,   2001-09-12,   2001-10-16,2001-10-26,"2,700","1,350",2001-11-13,신영증권(주)
,,,~ 2001-09-12,~ 2001-10-17,,,,,
코스닥 상장추진,코미팜,2001-09-17,   2001-09-20,   2001-10-08,2001-10-18,"4,100","7,626",2001-10-30,미래에셋증권 주식회사
,,,~ 2001-09-20,~ 2001-10-09,,,,,
코스닥 상장추진,엠텍반도체,2001-09-17,   2001-10-19,   2001-11-01,2001-11-13,"4,700","4,418",2001-11-22,유안타증권(주)
,,,~ 2001-10-19,~ 2001-11-02,,,,,
코스닥 상장추진,디에이치패션,2001-09-15,   2001-10-08,   2001-10-18,2001-10-30,"1,600","3,941",2001-11-08,엔에이치투자증권주식회사
,,,~ 2001-10-08,~ 2001-10-19,,,,,
코스닥 상장추진,다휘,2001-09-14,   2001-10-25,   2001-11-12,2001-11-21,"2,700","2,322",2001-12-06,유안타증권(주)
,,,~ 2001-10-25,~ 2001-11-13,,,,,
코스닥 상장추진,경남제약,2001-09-14,   2001-10-09,   2001-10-18,2001-10-27,"1,800","1,982",2001-11-06,유안타증권(주)
,,,~ 2001-10-09,~ 2001-10-19,,,,,
코스닥 상장추진,이니텍,2001-09-13,   2001-10-11,   2001-10-23,2001-11-01,"4,100","16,171",2001-11-15,미래에셋증권 주식회사
,,,~ 2001-10-11,~ 2001-10-24,,,,,
코스닥 상장추진,상신브레이크,2001-09-13,   2001-10-09,   2001-10-24,2001-11-02,"17,000","7,310",2001-11-15,유안타증권(주)
,,,~ 2001-10-09,~ 2001-10-25,,,,,
코스닥 상장추진,YW,2001-09-13,   2001-10-12,   2001-10-22,2001-11-06,"4,500","9,135",2001-11-15,교보증권(주)
,,,~ 2001-10-12,~ 2001-10-23,,,,,
코스닥 상장추진,한컴위드,2001-09-11,   2001-09-27,   2001-10-10,2001-10-23,"7,300","14,741",2001-11-01,교보증권(주)
,,,~ 2001-09-27,~ 2001-10-11,,,,,
코스닥 상장추진,에스피코프,2001-09-11,   2001-10-18,   2001-10-29,2001-11-08,"3,500","5,950",2001-11-22,한양증권(주)
,,,~ 2001-10-18,~ 2001-10-30,,,,,
코스닥 상장추진,뉴젠아이씨티,2001-09-11,   2001-10-09,   2001-10-18,2001-10-27,"13,000","3,994",2001-11-08,현대차증권주식회사
,,,~ 2001-10-09,~ 2001-10-19,,,,,
코스닥 상장추진,태웅,2001-09-10,   2001-10-05,   2001-10-16,2001-10-24,"18,000","8,496",2001-11-08,한양증권(주)
,,,~ 2001-10-05,~ 2001-10-17,,,,,
코스닥 상장추진,에스폴리텍,2001-09-08,   2002-04-23,   2002-04-29,2002-05-08,"3,300","5,595",2002-05-16,엔에이치투자증권(주)(농협)
,,,~ 2002-04-23,~ 2002-04-30,,,,,
코스닥 상장추진,업필,2001-09-03,   2001-10-16,   2001-10-29,2001-10-19,"1,900","3,882",2001-11-20,미래에셋증권(주)
,,,~ 2001-10-16,~ 2001-10-30,,,,,
코스닥 상장추진,썬코어,2001-09-03,   2001-09-20,   2001-09-26,2001-10-10,"16,000","3,360",2001-10-23,굿모닝2
,,,~ 2001-09-20,~ 2001-09-27,,,,,
코스닥 상장추진,포스코퓨처엠,2001-09-01,   2001-09-20,   2001-10-09,2001-10-18,"6,200","10,987",2001-11-01,미래에셋증권 주식회사
,,,~ 2001-09-20,~ 2001-10-10,,,,,
코스닥 상장추진,지에스이,2001-09-01,   2001-09-03,   2001-09-12,2001-09-21,"2,100","3,068",2001-10-11,미래에셋증권 주식회사
,,,~ 2001-09-03,~ 2001-09-13,,,,,
코스닥 상장추진,디이시스,2001-08-31,   2001-11-07,   2001-11-26,2001-10-12,"1,500","2,100",2001-12-26,KB증권(주)
,,,~ 2001-11-07,~ 2001-11-27,,,,,
코스닥 상장추진,엔빅스,2001-08-29,   2001-09-11,   2001-09-20,2001-09-28,"5,500","15,730",2001-10-11,하나증권주식회사
,,,~ 2001-09-11,~ 2001-09-21,,,,,
코스닥 상장추진,코나아이,2001-08-24,   2001-09-13,   2001-09-25,2001-10-10,"18,000","19,440",2001-10-18,한화투자증권(주)
,,,~ 2001-09-13,~ 2001-09-26,,,,,
코스닥 상장추진,에이디칩스,2001-08-24,   2001-09-12,   2001-10-17,2001-10-26,"2,400","3,768",2001-11-13,신영증권(주)
,,,~ 2001-09-12,~ 2001-10-18,,,,,
코스닥 상장추진,삼보모터스,2001-08-23,   2001-09-12,   2001-10-09,2001-10-18,"3,200","4,448",2001-11-06,미래에셋증권 주식회사
,,,~ 2001-09-12,~ 2001-10-10,,,,,
코스닥 상장추진,프리엠스,2001-08-22,   2001-09-11,   2001-10-09,2001-10-17,"3,400","6,120",2001-10-30,KB증권(주)
,,,~ 2001-09-11,~ 2001-10-10,,,,,
코스닥 상장추진,한빛네트,2001-08-21,   2001-09-11,   2001-10-17,2001-10-26,"1,400","2,100",2001-11-08,유안타증권(주)
,,,~ 2001-09-11,~ 2001-10-18,,,,,
코스닥 상장추진,소리바다,2001-08-16,   2001-09-04,   2001-09-12,2001-09-22,"21,000","3,675",2001-10-09,하나증권주식회사
,,,~ 2001-09-04,~ 2001-09-13,,,,,
코스닥 상장추진,영진코퍼레이션,2001-08-13,   2001-09-05,   2001-10-11,2001-10-23,"7,500","4,500",2001-11-01,부국증권(주)
,,,~ 2001-09-05,~ 2001-10-12,,,,,
코스닥 상장추진,우주통신,2001-08-09,   2001-08-31,   2001-09-11,2001-09-21,"2,700","7,290",2001-10-09,유화증권(주)
,,,~ 2001-08-31,~ 2001-09-12,,,,,
코스닥 상장추진,선팩테크,2001-08-09,   2001-08-31,   2001-09-12,2001-09-22,"2,700","5,999",2001-10-23,엔에이치투자증권주식회사
,,,~ 2001-08-31,~ 2001-09-13,,,,,
코스닥 상장추진,메디콕스,2001-08-09,   2001-08-28,   2001-09-06,2001-09-18,"9,300","9,300",2001-10-16,키움증권(주)
,,,~ 2001-08-28,~ 2001-09-07,,,,,
코스닥 상장추진,아이디스홀딩스,2001-08-04,   2001-08-22,   2001-09-05,2001-09-18,"7,500","14,510",2001-09-27,교보증권(주)
,,,~ 2001-08-22,~ 2001-09-06,,,,,
코스닥 상장추진,코오롱아이넷,2001-08-02,   2001-08-21,   2001-08-27,2001-09-05,"18,700","18,700",2001-09-13,삼성증권(주)
,,,~ 2001-08-21,~ 2001-08-28,,,,,
코스닥 상장추진,엑서지21,2001-07-31,   2001-08-27,   2001-09-06,2001-09-18,"13,000","12,740",2001-10-11,엔에이치투자증권주식회사
,,,~ 2001-08-27,~ 2001-09-07,,,,,
코스닥 상장추진,코데즈컴바인,2001-07-19,   2001-08-10,   2001-08-21,2001-09-04,"2,500","4,750",2001-09-18,미래에셋증권(주)
,,,~ 2001-08-10,~ 2001-08-22,,,,,
코스닥 상장추진,안랩,2001-07-19,   2001-08-08,   2001-08-21,2001-09-04,"23,000","43,993",2001-09-13,미래에셋증권(주)
,,,~ 2001-08-08,~ 2001-08-22,,,,,
코스닥 상장추진,SGA,2001-07-19,   2001-08-17,   2001-08-28,2001-09-07,"1,600","3,360",2001-10-11,교보증권(주)
,,,~ 2001-08-17,~ 2001-08-29,,,,,
코스닥 상장추진,JYP Ent.,2001-06-30,   2001-07-19,   2001-08-07,2001-08-17,"2,400","5,888",2001-08-30,엔에이치투자증권(주)(농협)
,,,~ 2001-07-19,~ 2001-08-08,,,,,
코스닥 상장추진,세코닉스,2001-06-26,   2001-07-09,   2001-07-18,2001-07-27,"5,100","5,355",2001-08-09,미래에셋증권 주식회사
,,,~ 2001-07-09,~ 2001-07-19,,,,,
코스닥 상장추진,한국테크놀로지,2001-06-22,   2001-07-18,   2001-07-31,2001-08-10,"2,200","7,040",2001-08-23,메리츠증권(주)
,,,~ 2001-07-18,~ 2001-08-01,,,,,
코스닥 상장추진,성우몰드,2001-06-22,   2001-07-11,   2001-07-19,2001-07-31,"12,000","3,480",2001-08-21,부국증권(주)
,,,~ 2001-07-11,~ 2001-07-20,,,,,
코스닥 상장추진,프로텍,2001-06-21,   2001-07-12,   2001-07-23,2001-08-06,"3,520","4,224",2001-08-17,푸르덴셜
,,,~ 2001-07-12,~ 2000-07-24,,,,,
코스닥 상장추진,엘앤씨피,2001-06-21,   2001-07-06,   2001-07-12,2001-07-20,"15,700","4,239",2001-08-09,굿모닝2
,,,~ 2001-07-06,~ 2001-07-13,,,,,
코스닥 상장추진,KCC건설,2001-06-21,   2001-07-12,   2001-07-26,2001-08-08,"6,500","9,100",2001-08-21,한화투자증권(주)
,,,~ 2001-07-12,~ 2001-07-27,,,,,
코스닥 상장추진,태양,2001-06-16,   2001-07-05,   2001-07-18,2001-07-27,"4,200","10,920",2001-08-07,삼성증권(주)
,,,~ 2001-07-05,~ 2001-07-19,,,,,
코스닥 상장추진,하이콤,2001-06-15,   2001-07-02,   2001-07-11,2001-07-20,"3,100","6,820",2001-07-31,미래에셋증권 주식회사
,,,~ 2001-07-02,~ 2001-07-12,,,,,
코스닥 상장추진,우신시스템,2001-06-15,   2001-07-04,   2001-07-18,2001-07-27,"2,650","6,890",2001-08-09,키움증권(주)
,,,~ 2001-07-04,~ 2001-07-19,,,,,
코스닥 상장추진,뉴씨앤씨,2001-06-15,   2001-06-15,   2001-07-19,2001-07-27,"3,900","9,282",2001-08-07,KB증권(주)
,,,~ 2001-06-15,~ 2001-07-20,,,,,
코스닥 상장추진,초록뱀컴퍼니,2001-06-13,   2001-06-29,   2001-07-11,2001-07-20,"2,500","7,125",2001-08-02,교보증권(주)
,,,~ 2001-06-29,~ 2001-07-12,,,,,
코스닥 상장추진,유아이엘,2001-06-13,   2001-07-04,   2001-06-29,2001-07-24,"6,900","21,864",2001-08-02,KB증권(주)
,,,~ 2001-07-04,~ 2001-06-30,,,,,
코스닥 상장추진,액토즈소프트,2001-06-13,   2001-07-06,   2001-07-20,2001-07-31,"9,000","16,047",2001-08-14,한국투자증권(주)
